CASEID,age,sex,education,weekly_working_hours,salary
24973,30-39,Male,Graduated high school or partial postsecondary education,65.6,195000
24974,40-49,Male,Graduated high school or partial postsecondary education,40,26000
24975,20-29,Female,University degree or certificate,37.5,48000
24975,30-39,Male,Graduated high school or partial postsecondary education,37.5,72500
24976,40-49,Male,Graduated high school or partial postsecondary education,45,2300
24976,40-49,Female,Non-university postsecondary certificate or diploma,35,45000
24976,20-29,Female,Graduated high school or partial postsecondary education,40,6000
24977,70+,Female,Less than high school graduation,4,1500
24980,50-59,Male,Less than high school graduation,25,13000
24982,60-69,Male,Non-university postsecondary certificate or diploma,20,15000
24985,20-29,Male,University degree or certificate,9,24000
24986,50-59,Male,Non-university postsecondary certificate or diploma,65,5750
24987,20-29,Female,University degree or certificate,20,9500
24988,60-69,Female,Non-university postsecondary certificate or diploma,40,32000
24990,30-39,Female,University degree or certificate,32,70000
24991,60-69,Male,Non-university postsecondary certificate or diploma,30,0
24991,50-59,Female,Less than high school graduation,30,0
24992,40-49,Female,Non-university postsecondary certificate or diploma,38.7,41000
24992,30-39,Male,Non-university postsecondary certificate or diploma,50,120000
24992,16-19,Male,Less than high school graduation,25,13000
24995,40-49,Male,Non-university postsecondary certificate or diploma,55,105000
24996,30-39,Female,University degree or certificate,40,34000
24997,50-59,Male,Non-university postsecondary certificate or diploma,55,100000
24997,50-59,Female,Non-university postsecondary certificate or diploma,40,17000
24998,30-39,Male,Less than high school graduation,48,57500
24999,40-49,Male,Non-university postsecondary certificate or diploma,40,100000
24999,16-19,Male,Less than high school graduation,40,3900
25000,30-39,Male,University degree or certificate,55,220000
25000,30-39,Female,University degree or certificate,40,38000
25001,50-59,Female,Non-university postsecondary certificate or diploma,38,22000
25001,50-59,Male,Non-university postsecondary certificate or diploma,45,62500
25001,16-19,Male,Graduated high school or partial postsecondary education,50,4200
25002,60-69,Male,University degree or certificate,8,0
25003,50-59,Male,Less than high school graduation,40,55000
25004,60-69,Male,Less than high school graduation,40,45000
25004,50-59,Female,Graduated high school or partial postsecondary education,35,36000
25004,20-29,Male,Graduated high school or partial postsecondary education,15,1800
25004,20-29,Male,Graduated high school or partial postsecondary education,40,43000
25005,40-49,Male,Non-university postsecondary certificate or diploma,40,120000
25006,20-29,Male,Graduated high school or partial postsecondary education,40,28000
25006,16-19,Female,Graduated high school or partial postsecondary education,25,12000
25007,40-49,Male,University degree or certificate,40,16000
25008,20-29,Male,Non-university postsecondary certificate or diploma,45,25000
25008,30-39,Male,Graduated high school or partial postsecondary education,70,110000
25008,30-39,Male,Graduated high school or partial postsecondary education,37.5,19500
25009,20-29,Female,Non-university postsecondary certificate or diploma,40,0
25009,30-39,Male,Non-university postsecondary certificate or diploma,35,67500
25010,60-69,Male,Non-university postsecondary certificate or diploma,40,82500
25011,30-39,Female,University degree or certificate,28,4200
25011,30-39,Male,University degree or certificate,42,90000
25012,40-49,Male,Graduated high school or partial postsecondary education,40,6750
25012,20-29,Male,Graduated high school or partial postsecondary education,25,30000
25012,40-49,Female,Less than high school graduation,40,26000
25013,60-69,Male,Non-university postsecondary certificate or diploma,40,45000
25013,50-59,Female,Non-university postsecondary certificate or diploma,37.5,62500
25014,60-69,Female,University degree or certificate,12,0
25014,70+,Male,University degree or certificate,60,200000
25016,60-69,Female,University degree or certificate,73,6000
25016,50-59,Male,Less than high school graduation,71,0
25017,40-49,Female,Non-university postsecondary certificate or diploma,40,14000
25017,40-49,Male,Graduated high school or partial postsecondary education,40,37000
25018,40-49,Male,University degree or certificate,45,110000
25018,20-29,Female,Graduated high school or partial postsecondary education,30,4800
25020,30-39,Male,Graduated high school or partial postsecondary education,40,30000
25021,40-49,Male,Non-university postsecondary certificate or diploma,40,72500
25021,40-49,Female,University degree or certificate,20,36000
25022,50-59,Male,University degree or certificate,40,100000
25023,20-29,Female,University degree or certificate,40,92500
25023,20-29,Male,Non-university postsecondary certificate or diploma,40,105000
25024,50-59,Female,Non-university postsecondary certificate or diploma,37.5,49000
25027,50-59,Male,Non-university postsecondary certificate or diploma,40,65000
25027,50-59,Female,Non-university postsecondary certificate or diploma,50,87500
25027,20-29,Male,Non-university postsecondary certificate or diploma,40,36000
25028,50-59,Male,Non-university postsecondary certificate or diploma,40,57500
25030,50-59,Male,Graduated high school or partial postsecondary education,40,43000
25031,30-39,Female,Non-university postsecondary certificate or diploma,40,62500
25031,30-39,Male,Graduated high school or partial postsecondary education,40,48000
25033,60-69,Male,University degree or certificate,40,100000
25033,30-39,Male,University degree or certificate,8,15500
25034,30-39,Male,Non-university postsecondary certificate or diploma,40,49000
25034,30-39,Female,University degree or certificate,30,26000
25035,20-29,Female,Graduated high school or partial postsecondary education,20,10000
25035,16-19,Male,Less than high school graduation,35,19000
25036,60-69,Female,University degree or certificate,35,140000
25039,20-29,Female,Graduated high school or partial postsecondary education,35,38000
25039,30-39,Male,Graduated high school or partial postsecondary education,40,62500
25040,40-49,Female,Non-university postsecondary certificate or diploma,35,60000
25041,60-69,Male,Graduated high school or partial postsecondary education,40,60000
25042,30-39,Female,Non-university postsecondary certificate or diploma,35,50000
25043,30-39,Female,University degree or certificate,37.5,125000
25043,50-59,Male,University degree or certificate,37,140000
25044,60-69,Female,University degree or certificate,28,75000
25044,30-39,Female,Non-university postsecondary certificate or diploma,37.5,40000
25045,30-39,Male,Non-university postsecondary certificate or diploma,26,21000
25045,30-39,Female,University degree or certificate,23,29000
25047,40-49,Female,Non-university postsecondary certificate or diploma,20,10500
25047,16-19,Male,Less than high school graduation,40,750
25047,50-59,Male,Graduated high school or partial postsecondary education,40,140000
25048,20-29,Male,Less than high school graduation,40,19000
25049,50-59,Male,Less than high school graduation,40,0
25049,50-59,Female,Less than high school graduation,40,10000
25049,20-29,Male,Less than high school graduation,40,10500
25052,50-59,Male,University degree or certificate,40,31000
25052,40-49,Female,Graduated high school or partial postsecondary education,50,41000
25052,20-29,Female,Graduated high school or partial postsecondary education,10,8250
25052,20-29,Male,Graduated high school or partial postsecondary education,10,9750
25054,30-39,Female,Graduated high school or partial postsecondary education,10,13000
25054,16-19,Female,Less than high school graduation,15,10500
25054,40-49,Male,University degree or certificate,50,230000
25055,50-59,Female,Non-university postsecondary certificate or diploma,37.5,57500
25055,50-59,Male,University degree or certificate,37.5,90000
25057,50-59,Male,University degree or certificate,40,52500
25057,40-49,Female,University degree or certificate,40,100000
25058,60-69,Male,Graduated high school or partial postsecondary education,40,57500
25058,30-39,Female,Graduated high school or partial postsecondary education,40,20000
25060,40-49,Male,Non-university postsecondary certificate or diploma,84,140000
25065,60-69,Male,Non-university postsecondary certificate or diploma,40,0
25065,60-69,Female,Graduated high school or partial postsecondary education,10,11000
25066,50-59,Female,Non-university postsecondary certificate or diploma,37.5,75000
25066,50-59,Male,Non-university postsecondary certificate or diploma,40,87500
25066,30-39,Male,Non-university postsecondary certificate or diploma,25,5250
25070,50-59,Male,University degree or certificate,25,0
25070,40-49,Female,University degree or certificate,40,0
25071,30-39,Male,University degree or certificate,40,135000
25072,50-59,Female,Graduated high school or partial postsecondary education,40,30000
25073,40-49,Female,University degree or certificate,37.5,60000
25073,40-49,Male,Less than high school graduation,70,18000
25075,50-59,Male,Graduated high school or partial postsecondary education,25,55000
25075,50-59,Female,Non-university postsecondary certificate or diploma,40,0
25075,20-29,Female,University degree or certificate,35,17500
25077,50-59,Female,Graduated high school or partial postsecondary education,32,13000
25078,20-29,Female,Non-university postsecondary certificate or diploma,40,45000
25078,20-29,Male,Non-university postsecondary certificate or diploma,40,92500
25079,40-49,Female,Non-university postsecondary certificate or diploma,37.5,38000
25079,16-19,Female,Graduated high school or partial postsecondary education,4,2200
25081,60-69,Male,University degree or certificate,60,185000
25083,30-39,Female,University degree or certificate,40,13000
25083,30-39,Male,University degree or certificate,40,0
25083,20-29,Female,Graduated high school or partial postsecondary education,40,425
25084,50-59,Female,Non-university postsecondary certificate or diploma,40,39000
25085,20-29,Male,Graduated high school or partial postsecondary education,35,16500
25086,20-29,Male,Less than high school graduation,50,92500
25086,20-29,Female,Less than high school graduation,8,50
25087,30-39,Male,Non-university postsecondary certificate or diploma,35,82500
25088,40-49,Male,University degree or certificate,37.5,82500
25089,20-29,Female,Graduated high school or partial postsecondary education,32,48000
25089,40-49,Male,Graduated high school or partial postsecondary education,37.5,45000
25090,40-49,Female,Graduated high school or partial postsecondary education,40,10000
25090,50-59,Male,Non-university postsecondary certificate or diploma,40,55000
25090,20-29,Female,University degree or certificate,20,25000
25091,50-59,Male,Non-university postsecondary certificate or diploma,65,3400
25091,20-29,Female,University degree or certificate,40,125000
25091,40-49,Female,Non-university postsecondary certificate or diploma,40,28000
25092,60-69,Female,Non-university postsecondary certificate or diploma,15,0
25093,16-19,Male,Less than high school graduation,5,0
25094,40-49,Male,University degree or certificate,40,21000
25095,50-59,Female,Graduated high school or partial postsecondary education,40,41000
25095,40-49,Male,Graduated high school or partial postsecondary education,40,57500
25095,20-29,Female,Graduated high school or partial postsecondary education,21,15000
25096,30-39,Female,Non-university postsecondary certificate or diploma,40,26000
25096,40-49,Male,Non-university postsecondary certificate or diploma,40,46000
25097,60-69,Male,Graduated high school or partial postsecondary education,20,0
25098,30-39,Male,Non-university postsecondary certificate or diploma,45,110000
25099,50-59,Male,Non-university postsecondary certificate or diploma,15,4700
25100,60-69,Female,Non-university postsecondary certificate or diploma,10,0
25101,50-59,Male,Non-university postsecondary certificate or diploma,55,70000
25101,50-59,Female,Non-university postsecondary certificate or diploma,37.5,92500
25103,30-39,Male,University degree or certificate,40,105000
25103,20-29,Female,University degree or certificate,40,145000
25105,30-39,Male,Non-university postsecondary certificate or diploma,40,75000
25105,30-39,Female,Graduated high school or partial postsecondary education,30,32000
25106,50-59,Male,University degree or certificate,40,92500
25106,40-49,Male,University degree or certificate,40,35000
25109,50-59,Female,Graduated high school or partial postsecondary education,35,39000
25110,60-69,Male,Less than high school graduation,40,52500
25112,30-39,Male,University degree or certificate,40,67500
25112,30-39,Male,University degree or certificate,40,67500
25113,50-59,Female,Graduated high school or partial postsecondary education,37,8250
25114,30-39,Male,University degree or certificate,42,92500
25114,30-39,Female,University degree or certificate,46,65000
25115,40-49,Female,University degree or certificate,40,85000
25115,40-49,Male,Graduated high school or partial postsecondary education,40,50000
25115,16-19,Male,Less than high school graduation,20,1450
25117,30-39,Female,Non-university postsecondary certificate or diploma,37.5,11000
25117,30-39,Male,Graduated high school or partial postsecondary education,40,42000
25118,30-39,Female,University degree or certificate,42,57500
25119,70+,Male,Graduated high school or partial postsecondary education,15,0
25120,30-39,Male,Non-university postsecondary certificate or diploma,53,70000
25123,40-49,Female,University degree or certificate,40,55000
25123,30-39,Male,University degree or certificate,40,43000
25125,40-49,Female,Non-university postsecondary certificate or diploma,38,75000
25125,16-19,Male,Graduated high school or partial postsecondary education,4.5,10000
25126,40-49,Female,University degree or certificate,37.5,65000
25126,40-49,Male,University degree or certificate,60,165000
25127,20-29,Male,University degree or certificate,60,30000
25128,60-69,Male,Graduated high school or partial postsecondary education,40,52500
25130,30-39,Male,University degree or certificate,37.5,82500
25130,30-39,Female,University degree or certificate,37.5,85000
25131,20-29,Male,Non-university postsecondary certificate or diploma,40,48000
25131,20-29,Female,Non-university postsecondary certificate or diploma,30,0
25132,20-29,Male,University degree or certificate,44,105000
25133,30-39,Female,Non-university postsecondary certificate or diploma,37.5,34000
25133,30-39,Male,Graduated high school or partial postsecondary education,40,25000
25133,16-19,Male,Graduated high school or partial postsecondary education,30,3600
25134,40-49,Female,University degree or certificate,30,26000
25134,30-39,Male,University degree or certificate,40,48000
25136,20-29,Female,Non-university postsecondary certificate or diploma,30,20000
25136,50-59,Male,Non-university postsecondary certificate or diploma,55,200000
25136,50-59,Female,Non-university postsecondary certificate or diploma,23,16500
25137,60-69,Male,Graduated high school or partial postsecondary education,30,1200
25137,60-69,Female,Non-university postsecondary certificate or diploma,20,1250
25138,50-59,Male,University degree or certificate,40,30000
25138,50-59,Female,Graduated high school or partial postsecondary education,6,6000
25138,20-29,Female,Graduated high school or partial postsecondary education,3,1500
25138,20-29,Female,Graduated high school or partial postsecondary education,8,7250
25139,20-29,Male,Non-university postsecondary certificate or diploma,45,105000
25140,20-29,Male,University degree or certificate,35,41000
25140,20-29,Female,Non-university postsecondary certificate or diploma,20,3200
25141,40-49,Female,Non-university postsecondary certificate or diploma,35,0
25141,40-49,Male,Non-university postsecondary certificate or diploma,40,70000
25141,20-29,Male,Graduated high school or partial postsecondary education,45,48000
25142,30-39,Female,Non-university postsecondary certificate or diploma,36.3,90000
25143,20-29,Male,Graduated high school or partial postsecondary education,28,5500
25143,20-29,Male,Graduated high school or partial postsecondary education,40,35000
25144,60-69,Male,Non-university postsecondary certificate or diploma,40,32000
25145,30-39,Female,University degree or certificate,35,75
25146,40-49,Female,Graduated high school or partial postsecondary education,35,30000
25146,40-49,Male,Graduated high school or partial postsecondary education,45,0
25147,50-59,Male,Non-university postsecondary certificate or diploma,20,9000
25147,50-59,Female,University degree or certificate,37.5,65000
25147,20-29,Female,University degree or certificate,37.5,22000
25147,20-29,Male,Non-university postsecondary certificate or diploma,24,24000
25148,20-29,Male,Graduated high school or partial postsecondary education,45,33000
25149,70+,Male,University degree or certificate,50,0
25150,40-49,Male,Graduated high school or partial postsecondary education,40,60000
25150,40-49,Female,Graduated high school or partial postsecondary education,40,4100
25151,50-59,Female,University degree or certificate,24,24000
25152,40-49,Male,Non-university postsecondary certificate or diploma,47,40000
25153,50-59,Female,Graduated high school or partial postsecondary education,20,19000
25153,50-59,Male,Graduated high school or partial postsecondary education,40,52500
25153,20-29,Male,Graduated high school or partial postsecondary education,35,19000
25153,30-39,Male,Graduated high school or partial postsecondary education,35,39000
25155,50-59,Female,University degree or certificate,40,65000
25156,50-59,Female,Non-university postsecondary certificate or diploma,77,25000
25158,40-49,Female,Graduated high school or partial postsecondary education,15.5,19500
25159,40-49,Female,Graduated high school or partial postsecondary education,55,25000
25159,16-19,Male,Graduated high school or partial postsecondary education,40,22000
25159,30-39,Male,Less than high school graduation,40,72500
25161,40-49,Female,Non-university postsecondary certificate or diploma,40,105000
25162,40-49,Female,Graduated high school or partial postsecondary education,40,60000
25162,40-49,Male,Graduated high school or partial postsecondary education,42,105000
25162,16-19,Male,Graduated high school or partial postsecondary education,24,8000
25163,40-49,Female,University degree or certificate,40,42000
25164,50-59,Female,Graduated high school or partial postsecondary education,37.5,60000
25165,30-39,Female,Non-university postsecondary certificate or diploma,38,22000
25167,50-59,Male,Graduated high school or partial postsecondary education,40,60000
25169,20-29,Male,Graduated high school or partial postsecondary education,35,15500
25169,30-39,Male,Graduated high school or partial postsecondary education,40,0
25169,20-29,Female,Graduated high school or partial postsecondary education,40,35000
25170,30-39,Male,University degree or certificate,20,10500
25171,50-59,Male,Graduated high school or partial postsecondary education,84,0
25171,20-29,Female,Graduated high school or partial postsecondary education,30,15000
25172,20-29,Male,Graduated high school or partial postsecondary education,40,42000
25173,30-39,Male,Non-university postsecondary certificate or diploma,40,50000
25174,30-39,Female,University degree or certificate,44,92500
25176,30-39,Male,Graduated high school or partial postsecondary education,80,210000
25177,40-49,Female,University degree or certificate,44,115000
25178,20-29,Female,Graduated high school or partial postsecondary education,40,30000
25178,30-39,Male,Graduated high school or partial postsecondary education,40,36000
25180,60-69,Female,Non-university postsecondary certificate or diploma,8,3100
25181,40-49,Male,Non-university postsecondary certificate or diploma,70,19500
25182,50-59,Female,Less than high school graduation,6,4300
25183,50-59,Male,University degree or certificate,35,77500
25183,40-49,Female,University degree or certificate,35,82500
25184,30-39,Male,Non-university postsecondary certificate or diploma,35,80000
25185,40-49,Female,University degree or certificate,50.5,0
25186,50-59,Female,Non-university postsecondary certificate or diploma,20,27000
25188,40-49,Female,Less than high school graduation,84,12000
25188,40-49,Male,Graduated high school or partial postsecondary education,30,0
25189,70+,Female,University degree or certificate,35,0
25191,50-59,Female,Non-university postsecondary certificate or diploma,40,41000
25191,50-59,Male,Graduated high school or partial postsecondary education,40,16500
25191,20-29,Male,Graduated high school or partial postsecondary education,40,22000
25192,30-39,Female,Graduated high school or partial postsecondary education,35,12000
25193,40-49,Male,Non-university postsecondary certificate or diploma,40,100000
25194,50-59,Female,University degree or certificate,37.5,82500
25197,50-59,Male,Non-university postsecondary certificate or diploma,40,60000
25197,50-59,Female,University degree or certificate,40,33000
25198,30-39,Female,University degree or certificate,40,57500
25198,30-39,Male,Less than high school graduation,70,55000
25199,40-49,Male,University degree or certificate,35,95000
25201,20-29,Female,Non-university postsecondary certificate or diploma,37.5,12000
25201,20-29,Male,Non-university postsecondary certificate or diploma,35,15000
25202,40-49,Male,University degree or certificate,40,195000
25202,30-39,Female,University degree or certificate,35,62500
25203,20-29,Male,Graduated high school or partial postsecondary education,26,3700
25206,50-59,Male,Less than high school graduation,60,0
25206,60-69,Female,Non-university postsecondary certificate or diploma,30,0
25207,60-69,Male,Less than high school graduation,55,16500
25209,50-59,Male,Non-university postsecondary certificate or diploma,37.5,85000
25209,20-29,Female,Graduated high school or partial postsecondary education,20,11000
25210,70+,Male,Graduated high school or partial postsecondary education,5,0
25211,60-69,Male,Less than high school graduation,55,110000
25211,30-39,Female,University degree or certificate,41,44000
25212,60-69,Male,Graduated high school or partial postsecondary education,40,34000
25213,30-39,Male,University degree or certificate,35,70000
25213,30-39,Female,University degree or certificate,37.5,85000
25214,20-29,Female,University degree or certificate,42.5,44000
25214,20-29,Female,Non-university postsecondary certificate or diploma,37.5,41000
25214,20-29,Female,University degree or certificate,40,60000
25215,50-59,Male,Non-university postsecondary certificate or diploma,37.5,62500
25215,40-49,Female,Non-university postsecondary certificate or diploma,37.5,60000
25216,30-39,Female,University degree or certificate,40,67500
25216,30-39,Male,University degree or certificate,40,55000
25217,20-29,Female,Non-university postsecondary certificate or diploma,35,11000
25217,20-29,Male,University degree or certificate,40,95000
25218,30-39,Male,University degree or certificate,40,55000
25219,40-49,Female,Non-university postsecondary certificate or diploma,40,10000
25219,40-49,Male,Non-university postsecondary certificate or diploma,35,87500
25220,30-39,Male,Graduated high school or partial postsecondary education,40,44000
25221,40-49,Female,University degree or certificate,40,16000
25221,50-59,Male,University degree or certificate,39,62500
25222,50-59,Female,Graduated high school or partial postsecondary education,35,57500
25222,20-29,Female,Non-university postsecondary certificate or diploma,25,40000
25223,20-29,Male,Graduated high school or partial postsecondary education,40,38000
25224,50-59,Male,Less than high school graduation,20,0
25224,50-59,Female,Non-university postsecondary certificate or diploma,25,34000
25224,30-39,Female,Non-university postsecondary certificate or diploma,40,44000
25224,20-29,Male,University degree or certificate,35,40000
25225,30-39,Female,University degree or certificate,7,13000
25226,30-39,Female,Non-university postsecondary certificate or diploma,37.5,36000
25226,30-39,Male,Non-university postsecondary certificate or diploma,40,39000
25227,50-59,Male,Graduated high school or partial postsecondary education,63,26000
25229,50-59,Male,Graduated high school or partial postsecondary education,40,80000
25229,50-59,Female,Graduated high school or partial postsecondary education,32,31000
25229,20-29,Female,University degree or certificate,20,13500
25229,16-19,Male,Graduated high school or partial postsecondary education,16,6750
25231,40-49,Female,University degree or certificate,40,105000
25233,60-69,Male,Non-university postsecondary certificate or diploma,40,92500
25234,40-49,Male,University degree or certificate,50,125000
25234,40-49,Female,University degree or certificate,37.5,92500
25235,60-69,Male,Graduated high school or partial postsecondary education,40,26000
25237,30-39,Male,University degree or certificate,40,95000
25237,30-39,Female,University degree or certificate,10,0
25238,50-59,Female,Graduated high school or partial postsecondary education,17,9000
25238,50-59,Male,Less than high school graduation,40,41000
25238,20-29,Male,Graduated high school or partial postsecondary education,20,20000
25241,30-39,Female,Non-university postsecondary certificate or diploma,50,60000
25242,30-39,Female,University degree or certificate,41.3,105000
25242,40-49,Male,University degree or certificate,70,145000
25244,50-59,Female,Non-university postsecondary certificate or diploma,8,0
25244,50-59,Male,Non-university postsecondary certificate or diploma,90,27000
25244,20-29,Male,Non-university postsecondary certificate or diploma,45,14000
25244,16-19,Male,Graduated high school or partial postsecondary education,22,0
25245,20-29,Male,University degree or certificate,50,62500
25246,30-39,Male,Non-university postsecondary certificate or diploma,50,135000
25246,30-39,Female,Graduated high school or partial postsecondary education,36,18500
25247,50-59,Female,Non-university postsecondary certificate or diploma,168,0
25247,50-59,Male,Non-university postsecondary certificate or diploma,44,20000
25248,40-49,Male,Less than high school graduation,60,0
25248,30-39,Female,Less than high school graduation,35,0
25248,16-19,Female,Less than high school graduation,40,9500
25249,60-69,Female,Non-university postsecondary certificate or diploma,28,40000
25250,50-59,Male,University degree or certificate,40,80000
25250,40-49,Female,University degree or certificate,33,43000
25251,50-59,Male,Non-university postsecondary certificate or diploma,55,80000
25252,50-59,Male,Graduated high school or partial postsecondary education,40,47000
25253,50-59,Female,Non-university postsecondary certificate or diploma,30,32000
25253,50-59,Male,Non-university postsecondary certificate or diploma,40,67500
25254,50-59,Male,University degree or certificate,37.5,85000
25254,40-49,Female,University degree or certificate,32,1700
25255,50-59,Male,Non-university postsecondary certificate or diploma,40,65000
25255,16-19,Male,Non-university postsecondary certificate or diploma,35,10000
25256,30-39,Male,Less than high school graduation,22.5,0
25256,60-69,Female,Less than high school graduation,40,33000
25258,40-49,Female,Non-university postsecondary certificate or diploma,37.5,105000
25258,50-59,Male,Graduated high school or partial postsecondary education,15,7000
25260,70+,Male,Less than high school graduation,48,82500
25260,40-49,Male,Graduated high school or partial postsecondary education,20,49000
25261,50-59,Female,Non-university postsecondary certificate or diploma,30,19500
25262,50-59,Male,Graduated high school or partial postsecondary education,77,135000
25262,16-19,Female,Graduated high school or partial postsecondary education,40,14000
25264,50-59,Male,Less than high school graduation,3,0
25266,40-49,Female,University degree or certificate,35,32000
25267,30-39,Male,Graduated high school or partial postsecondary education,60,130000
25268,50-59,Female,Graduated high school or partial postsecondary education,35,35000
25268,16-19,Male,Less than high school graduation,4,14500
25268,50-59,Male,Graduated high school or partial postsecondary education,40,60000
25269,50-59,Female,Non-university postsecondary certificate or diploma,30,34000
25271,40-49,Female,University degree or certificate,35,135000
25271,50-59,Male,Non-university postsecondary certificate or diploma,40,67500
25272,30-39,Female,University degree or certificate,37.2,65000
25273,20-29,Male,University degree or certificate,40,55000
25274,50-59,Male,Graduated high school or partial postsecondary education,35,65000
25277,50-59,Female,University degree or certificate,37.5,110000
25278,50-59,Female,Non-university postsecondary certificate or diploma,40,50000
25278,50-59,Male,Graduated high school or partial postsecondary education,60,45000
25278,30-39,Male,University degree or certificate,40,77500
25278,20-29,Female,University degree or certificate,40,36000
25278,20-29,Male,Non-university postsecondary certificate or diploma,40,50000
25280,60-69,Female,Less than high school graduation,15,0
25280,60-69,Male,Graduated high school or partial postsecondary education,30,0
25281,30-39,Female,University degree or certificate,37.5,55000
25281,40-49,Male,Non-university postsecondary certificate or diploma,37.5,60000
25282,20-29,Male,Graduated high school or partial postsecondary education,55,25000
25283,50-59,Female,Graduated high school or partial postsecondary education,36.2,70000
25284,60-69,Male,Non-university postsecondary certificate or diploma,35,20000
25285,16-19,Male,Graduated high school or partial postsecondary education,40,23000
25285,16-19,Male,Non-university postsecondary certificate or diploma,60,20000
25285,20-29,Male,Graduated high school or partial postsecondary education,30,0
25286,40-49,Male,Non-university postsecondary certificate or diploma,37.2,72500
25286,40-49,Female,Non-university postsecondary certificate or diploma,40,65000
25288,20-29,Male,University degree or certificate,32.5,57500
25288,20-29,Female,University degree or certificate,40,60000
25289,50-59,Male,Non-university postsecondary certificate or diploma,42,90000
25289,50-59,Female,Graduated high school or partial postsecondary education,35,35000
25291,50-59,Female,Non-university postsecondary certificate or diploma,35,62500
25292,50-59,Male,University degree or certificate,30,0
25293,40-49,Male,Graduated high school or partial postsecondary education,40,65000
25293,40-49,Female,Non-university postsecondary certificate or diploma,25,12500
25294,40-49,Male,University degree or certificate,22.5,19000
25294,40-49,Female,Graduated high school or partial postsecondary education,20,62500
25295,50-59,Female,Non-university postsecondary certificate or diploma,37.5,36000
25297,50-59,Male,Non-university postsecondary certificate or diploma,100,3300
25297,40-49,Female,Graduated high school or partial postsecondary education,39,27000
25298,30-39,Female,University degree or certificate,30,46000
25299,20-29,Female,Non-university postsecondary certificate or diploma,30,27000
25300,40-49,Male,Non-university postsecondary certificate or diploma,50,0
25301,30-39,Male,University degree or certificate,30,0
25301,30-39,Female,University degree or certificate,30,8500
25302,50-59,Male,University degree or certificate,37,39000
25302,50-59,Female,Less than high school graduation,35,39000
25303,50-59,Female,Non-university postsecondary certificate or diploma,30,27000
25303,50-59,Male,Non-university postsecondary certificate or diploma,40,60000
25305,40-49,Female,Non-university postsecondary certificate or diploma,49,70000
25306,40-49,Female,Graduated high school or partial postsecondary education,40,39000
25308,60-69,Female,University degree or certificate,37.5,92500
25310,30-39,Female,University degree or certificate,40,41000
25310,40-49,Male,University degree or certificate,40,62500
25312,40-49,Male,Graduated high school or partial postsecondary education,48,18500
25312,40-49,Female,Non-university postsecondary certificate or diploma,40,32000
25316,40-49,Male,University degree or certificate,40,55000
25317,40-49,Male,Less than high school graduation,40,2400
25318,70+,Male,Less than high school graduation,60,0
25318,60-69,Female,Less than high school graduation,50,9750
25319,50-59,Male,University degree or certificate,40,92500
25319,50-59,Female,University degree or certificate,25,20000
25320,30-39,Male,Less than high school graduation,32,6500
25321,20-29,Female,Graduated high school or partial postsecondary education,40,39000
25322,40-49,Female,University degree or certificate,35,105000
25322,16-19,Male,Less than high school graduation,15,7000
25327,20-29,Male,Non-university postsecondary certificate or diploma,40,52500
25327,20-29,Female,University degree or certificate,35,13500
25328,60-69,Male,Non-university postsecondary certificate or diploma,50,21000
25329,70+,Female,Graduated high school or partial postsecondary education,40,55000
25332,30-39,Female,University degree or certificate,28,52500
25332,30-39,Male,University degree or certificate,40,105000
25334,60-69,Male,Less than high school graduation,40,1550
25334,60-69,Female,University degree or certificate,20,21000
25336,30-39,Male,Non-university postsecondary certificate or diploma,40,0
25336,50-59,Female,University degree or certificate,40,70000
25337,30-39,Female,Non-university postsecondary certificate or diploma,35,10000
25337,30-39,Male,Less than high school graduation,40,37000
25338,50-59,Female,University degree or certificate,35,42000
25339,50-59,Female,Non-university postsecondary certificate or diploma,40,43000
25339,50-59,Male,Graduated high school or partial postsecondary education,40,95000
25340,40-49,Male,Graduated high school or partial postsecondary education,40,62500
25340,60-69,Female,Less than high school graduation,10,10000
25340,60-69,Male,Less than high school graduation,10,10000
25341,40-49,Female,Graduated high school or partial postsecondary education,45,72500
25341,16-19,Male,Less than high school graduation,35,8250
25342,50-59,Male,Less than high school graduation,40,87500
25343,60-69,Female,Less than high school graduation,15,8500
25344,60-69,Female,Non-university postsecondary certificate or diploma,23.3,12000
25344,50-59,Male,Less than high school graduation,40,67500
25345,40-49,Male,Non-university postsecondary certificate or diploma,40,80000
25346,40-49,Female,University degree or certificate,40,62500
25347,40-49,Female,Non-university postsecondary certificate or diploma,20,32000
25349,50-59,Female,University degree or certificate,37,110000
25349,40-49,Male,Non-university postsecondary certificate or diploma,45,28000
25350,16-19,Female,Less than high school graduation,14,7500
25351,70+,Female,Less than high school graduation,15,12000
25353,40-49,Male,Less than high school graduation,25,4200
25353,40-49,Female,Graduated high school or partial postsecondary education,40,37000
25353,16-19,Female,Graduated high school or partial postsecondary education,30,21000
25354,40-49,Female,University degree or certificate,40,52500
25355,40-49,Female,Graduated high school or partial postsecondary education,35,4200
25356,60-69,Male,Non-university postsecondary certificate or diploma,23,31000
25356,50-59,Female,Graduated high school or partial postsecondary education,40,50000
25357,60-69,Female,Non-university postsecondary certificate or diploma,38,45000
25357,30-39,Female,Non-university postsecondary certificate or diploma,44,5250
25361,50-59,Female,Less than high school graduation,20,31000
25361,30-39,Male,Graduated high school or partial postsecondary education,40,0
25362,20-29,Female,University degree or certificate,30,35000
25362,30-39,Male,University degree or certificate,40,33000
