CASEID,age,sex,education,weekly_working_hours,salary
2521,50-59,Female,Non-university postsecondary certificate or diploma,34,75000
2522,40-49,Male,Graduated high school or partial postsecondary education,40,80000
2523,40-49,Male,Non-university postsecondary certificate or diploma,50,115000
2523,40-49,Female,University degree or certificate,45,62500
2526,60-69,Male,Non-university postsecondary certificate or diploma,80,48000
2526,50-59,Female,University degree or certificate,40,125000
2526,16-19,Female,Less than high school graduation,30,4000
2527,40-49,Female,University degree or certificate,37.5,60000
2527,40-49,Male,University degree or certificate,40,125000
2528,40-49,Female,Less than high school graduation,40,55000
2529,20-29,Male,University degree or certificate,47,31000
2530,50-59,Female,Non-university postsecondary certificate or diploma,40,90000
2531,50-59,Female,Less than high school graduation,8,3800
2531,50-59,Female,Graduated high school or partial postsecondary education,25,12000
2532,40-49,Male,University degree or certificate,37.5,39000
2532,30-39,Female,Less than high school graduation,22,14500
2533,30-39,Male,Non-university postsecondary certificate or diploma,42,130000
2533,20-29,Female,Graduated high school or partial postsecondary education,36,72500
2534,30-39,Female,Non-university postsecondary certificate or diploma,25,14000
2534,40-49,Male,Non-university postsecondary certificate or diploma,40,70000
2535,30-39,Female,Less than high school graduation,30,0
2535,30-39,Male,Less than high school graduation,70,0
2538,20-29,Male,Non-university postsecondary certificate or diploma,50,72500
2538,20-29,Female,Non-university postsecondary certificate or diploma,40,31000
2541,70+,Male,Non-university postsecondary certificate or diploma,40,1250
2541,60-69,Female,University degree or certificate,40,92500
2543,40-49,Male,University degree or certificate,40,45000
2544,50-59,Male,Less than high school graduation,40,45000
2547,20-29,Female,Graduated high school or partial postsecondary education,30,7500
2548,30-39,Female,University degree or certificate,114,125000
2549,40-49,Female,University degree or certificate,42.5,110000
2549,50-59,Male,University degree or certificate,42.5,92500
2550,40-49,Male,Non-university postsecondary certificate or diploma,44,46000
2550,20-29,Female,Graduated high school or partial postsecondary education,22,1850
2551,20-29,Female,University degree or certificate,40,19000
2551,30-39,Male,Non-university postsecondary certificate or diploma,40,21000
2552,20-29,Female,University degree or certificate,37.5,46000
2552,30-39,Male,Graduated high school or partial postsecondary education,40,60000
2553,40-49,Female,Non-university postsecondary certificate or diploma,40,72500
2553,40-49,Male,University degree or certificate,40,160000
2555,50-59,Male,Graduated high school or partial postsecondary education,40,20000
2556,40-49,Female,University degree or certificate,35,60000
2557,30-39,Female,University degree or certificate,30,0
2557,30-39,Male,Non-university postsecondary certificate or diploma,50,200000
2560,40-49,Female,Non-university postsecondary certificate or diploma,22.5,65000
2561,50-59,Male,University degree or certificate,60,75000
2561,50-59,Female,University degree or certificate,15,31000
2561,16-19,Male,Graduated high school or partial postsecondary education,44,80000
2561,20-29,Female,Non-university postsecondary certificate or diploma,28,0
2561,16-19,Female,Less than high school graduation,6,1750
2562,60-69,Female,Graduated high school or partial postsecondary education,40,37000
2563,30-39,Female,Non-university postsecondary certificate or diploma,35,34000
2565,50-59,Female,Non-university postsecondary certificate or diploma,25,31000
2565,50-59,Male,Graduated high school or partial postsecondary education,40,67500
2565,20-29,Male,University degree or certificate,40,41000
2565,20-29,Male,Graduated high school or partial postsecondary education,37,9250
2565,16-19,Female,Graduated high school or partial postsecondary education,20,25000
2566,50-59,Male,Non-university postsecondary certificate or diploma,45,38000
2568,30-39,Male,University degree or certificate,35,38000
2569,50-59,Male,Non-university postsecondary certificate or diploma,55,60000
2569,50-59,Female,Non-university postsecondary certificate or diploma,50,23000
2569,16-19,Male,Graduated high school or partial postsecondary education,55,0
2574,30-39,Female,University degree or certificate,40,40000
2575,30-39,Female,Non-university postsecondary certificate or diploma,40,48000
2575,40-49,Male,Graduated high school or partial postsecondary education,40,45000
2576,50-59,Male,Graduated high school or partial postsecondary education,40,48000
2576,50-59,Female,Non-university postsecondary certificate or diploma,37.5,35000
2576,20-29,Male,Graduated high school or partial postsecondary education,40,33000
2577,40-49,Female,Non-university postsecondary certificate or diploma,40,45000
2577,40-49,Male,Graduated high school or partial postsecondary education,40,80000
2577,20-29,Male,Graduated high school or partial postsecondary education,35,16500
2577,16-19,Female,Less than high school graduation,24,8250
2578,50-59,Male,Less than high school graduation,37.5,140000
2579,40-49,Female,Graduated high school or partial postsecondary education,32,24000
2581,50-59,Female,Non-university postsecondary certificate or diploma,40,55000
2581,50-59,Male,Non-university postsecondary certificate or diploma,35,37000
2581,20-29,Male,Graduated high school or partial postsecondary education,15,1950
2584,50-59,Female,University degree or certificate,50,110000
2585,40-49,Male,University degree or certificate,40,0
2586,30-39,Male,Non-university postsecondary certificate or diploma,40,65000
2586,30-39,Female,Non-university postsecondary certificate or diploma,26,31000
2587,30-39,Male,Non-university postsecondary certificate or diploma,37.5,47000
2588,30-39,Male,Graduated high school or partial postsecondary education,40,77500
2590,20-29,Male,University degree or certificate,37.5,92500
2590,30-39,Female,University degree or certificate,37.5,77500
2591,40-49,Male,University degree or certificate,37.5,155000
2592,50-59,Male,Non-university postsecondary certificate or diploma,35,55000
2593,20-29,Male,University degree or certificate,70,55000
2595,30-39,Female,Non-university postsecondary certificate or diploma,40,52500
2595,30-39,Male,Graduated high school or partial postsecondary education,40,50000
2596,30-39,Female,University degree or certificate,37.5,15000
2596,30-39,Male,Graduated high school or partial postsecondary education,40,72500
2597,40-49,Female,Graduated high school or partial postsecondary education,37.5,32000
2599,40-49,Female,Graduated high school or partial postsecondary education,40,0
2600,40-49,Female,University degree or certificate,36.2,115000
2600,40-49,Male,University degree or certificate,60,125000
2602,50-59,Female,University degree or certificate,39,105000
2602,50-59,Male,University degree or certificate,40,130000
2603,60-69,Male,Non-university postsecondary certificate or diploma,40,75000
2603,60-69,Female,Non-university postsecondary certificate or diploma,40,24000
2604,30-39,Male,Graduated high school or partial postsecondary education,40,21000
2605,40-49,Female,Less than high school graduation,28,450
2606,30-39,Female,Non-university postsecondary certificate or diploma,37.5,43000
2609,30-39,Male,Non-university postsecondary certificate or diploma,40,18000
2609,30-39,Female,University degree or certificate,40,15500
2610,30-39,Female,Non-university postsecondary certificate or diploma,40,46000
2611,50-59,Male,University degree or certificate,40,90000
2613,20-29,Female,Graduated high school or partial postsecondary education,30,9250
2614,30-39,Female,University degree or certificate,40,48000
2614,40-49,Male,University degree or certificate,45,185000
2615,30-39,Female,University degree or certificate,34,26000
2615,30-39,Male,University degree or certificate,40,26000
2616,40-49,Female,University degree or certificate,40,31000
2616,40-49,Male,Non-university postsecondary certificate or diploma,40,67500
2616,16-19,Male,Graduated high school or partial postsecondary education,20,9000
2617,40-49,Female,Less than high school graduation,40,77500
2617,50-59,Male,Non-university postsecondary certificate or diploma,40,57500
2618,20-29,Female,Graduated high school or partial postsecondary education,24,16000
2619,60-69,Male,Less than high school graduation,55,0
2620,50-59,Male,Graduated high school or partial postsecondary education,40,95000
2620,30-39,Male,Non-university postsecondary certificate or diploma,40,26000
2621,60-69,Female,Graduated high school or partial postsecondary education,32,0
2621,60-69,Male,Less than high school graduation,36,11500
2623,40-49,Female,Non-university postsecondary certificate or diploma,30,0
2623,40-49,Male,Non-university postsecondary certificate or diploma,25,0
2624,40-49,Male,Graduated high school or partial postsecondary education,50,135000
2624,40-49,Female,Non-university postsecondary certificate or diploma,39,45000
2628,50-59,Female,Non-university postsecondary certificate or diploma,35,102500
2628,50-59,Male,Graduated high school or partial postsecondary education,35,6750
2628,20-29,Female,Non-university postsecondary certificate or diploma,20,17500
2629,40-49,Male,University degree or certificate,35,70000
2629,40-49,Female,University degree or certificate,35,82500
2629,16-19,Female,Less than high school graduation,14,4400
2630,30-39,Male,Non-university postsecondary certificate or diploma,40,62500
2632,30-39,Female,Non-university postsecondary certificate or diploma,36,14000
2632,40-49,Male,Graduated high school or partial postsecondary education,36,62500
2633,20-29,Male,Graduated high school or partial postsecondary education,8,28000
2634,60-69,Female,Less than high school graduation,40,28000
2636,40-49,Male,Non-university postsecondary certificate or diploma,37.3,60000
2636,40-49,Female,University degree or certificate,37.3,62500
2637,40-49,Male,Graduated high school or partial postsecondary education,45,200000
2641,20-29,Male,Non-university postsecondary certificate or diploma,40,33000
